symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,perChange30d,date365dAgo,date30dAgo,chartTodayPath,chart30dPath,chart365dPath,meta
TITAN,,EQ,3839.2,3854.7,3800,3816.1,3839.2,-23.1,-0.6,575050,2198025116.0,3877,2925,1.5708021666236804,-30.46495726495726,20.28,5.19,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/TITANEQN.svg,https://nsearchives.nseindia.com/30d/TITAN-EQ.svg,https://nsearchives.nseindia.com/365d/TITAN-EQ.svg,
KAYNES,,EQ,6365.5,6405.5,6277,6337,6376.5,-39.5,-0.62,287029,1817682899.75,7822,3825.15,18.984914344157506,-65.66670588081513,14.33,-9.43,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/KAYNESEQN.svg,https://nsearchives.nseindia.com/30d/KAYNES-EQ.svg,https://nsearchives.nseindia.com/365d/KAYNES-EQ.svg,
LTIM,,EQ,5825,5844.5,5765,5810,5847,-37.0,-0.63,145287,844442912.88,6767.95,3802,14.154212132181826,-52.81430825881115,-3.1,3.32,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/LTIMEQN.svg,https://nsearchives.nseindia.com/30d/LTIM-EQ.svg,https://nsearchives.nseindia.com/365d/LTIM-EQ.svg,
SHREECEM,,EQ,26955,27090,26610,26820,26995,-175.0,-0.65,18167,485904755.52,32490,23670.05,17.451523545706372,-13.30774544202484,10.83,-11.03,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SHREECEMEQN.svg,https://nsearchives.nseindia.com/30d/SHREECEM-EQ.svg,https://nsearchives.nseindia.com/365d/SHREECEM-EQ.svg,
SHRIRAMFIN,,EQ,809.5,817.95,803.9,808.5,814,-5.5,-0.68,5672058,4593232568.4,838.65,493.35,3.595063494902519,-63.87959866220735,-71.33,20.34,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SHRIRAMFINEQN.svg,https://nsearchives.nseindia.com/30d/SHRIRAMFIN-EQ.svg,https://nsearchives.nseindia.com/365d/SHRIRAMFIN-EQ.svg,
VEDL,,EQ,528,531.3,521.5,526,529.6,-3.6,-0.68,6780850,3565235313.0,535.5,363,1.7740429505135387,-44.90358126721763,21.22,9.65,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/VEDLEQN.svg,https://nsearchives.nseindia.com/30d/VEDL-EQ.svg,https://nsearchives.nseindia.com/365d/VEDL-EQ.svg,
JINDALSTEL,,EQ,1082.6,1096,1068.8,1080,1087.8,-7.8,-0.72,1403097,1520157382.71,1098,723.35,1.639344262295082,-49.30531554572475,22.66,5.22,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/JINDALSTELEQN.svg,https://nsearchives.nseindia.com/30d/JINDALSTEL-EQ.svg,https://nsearchives.nseindia.com/365d/JINDALSTEL-EQ.svg,
CROMPTON,,EQ,278.45,279.6,274.35,276.55,278.6,-2.05,-0.74,3368751,929337338.37,419.45,269.1,34.068422934795564,-2.7684875510962423,-25.58,-4.31,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/CROMPTONEQN.svg,https://nsearchives.nseindia.com/30d/CROMPTON-EQ.svg,https://nsearchives.nseindia.com/365d/CROMPTON-EQ.svg,
BRITANNIA,,EQ,5851,5851,5750,5806,5851.5,-45.5,-0.78,415356,2408890350.48,6336,4506,8.36489898989899,-28.850421660008877,18.06,-3.68,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/BRITANNIAEQN.svg,https://nsearchives.nseindia.com/30d/BRITANNIA-EQ.svg,https://nsearchives.nseindia.com/365d/BRITANNIA-EQ.svg,
TATAELXSI,,EQ,5300,5306.5,5234.5,5266,5307.5,-41.5,-0.78,125968,662678597.92,7474,4700,29.54241370082954,-12.042553191489361,-17.38,-2.54,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/TATAELXSIEQN.svg,https://nsearchives.nseindia.com/30d/TATAELXSI-EQ.svg,https://nsearchives.nseindia.com/365d/TATAELXSI-EQ.svg,
DALBHARAT,,EQ,2045,2055,2016.6,2031.6,2047.8,-16.2,-0.79,86736,176709854.88,2496.3,1601,18.615551015502955,-26.895690193628976,18.6,-8.62,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/DALBHARATEQN.svg,https://nsearchives.nseindia.com/30d/DALBHARAT-EQ.svg,https://nsearchives.nseindia.com/365d/DALBHARAT-EQ.svg,
TATATECH,,EQ,686,689.65,675.25,680,686,-6.0,-0.87,528375,359722983.75,997.1,597,31.802226456724505,-13.90284757118928,-29.35,-1.77,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/TATATECHEQN.svg,https://nsearchives.nseindia.com/30d/TATATECH-EQ.svg,https://nsearchives.nseindia.com/365d/TATATECH-EQ.svg,
ADANIGREEN,,EQ,1082.9,1104.9,1060,1067.1,1076.8,-9.7,-0.9,3567619,3859378881.82,1542.55,758,30.822339632426832,-40.77836411609498,-28.28,0.8,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ADANIGREENEQN.svg,https://nsearchives.nseindia.com/30d/ADANIGREEN-EQ.svg,https://nsearchives.nseindia.com/365d/ADANIGREEN-EQ.svg,
ICICIBANK,,EQ,1374,1381.2,1363.2,1373.2,1385.9,-12.7,-0.92,9694498,13290381198.16,1500,1186,8.453333333333331,-15.784148397976395,9.23,-3.13,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ICICIBANKEQN.svg,https://nsearchives.nseindia.com/30d/ICICIBANK-EQ.svg,https://nsearchives.nseindia.com/365d/ICICIBANK-EQ.svg,
BPCL,,EQ,374,379.75,369.45,371.5,374.95,-3.45,-0.92,6848609,2552545060.39,380,234.01,2.236842105263158,-58.753899406008294,24.46,10.49,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/BPCLEQN.svg,https://nsearchives.nseindia.com/30d/BPCL-EQ.svg,https://nsearchives.nseindia.com/365d/BPCL-EQ.svg,
HINDPETRO,,EQ,483.1,488.75,477.35,481.55,486.05,-4.5,-0.93,2456049,1182366549.09,494.45,287.55,2.608959449893817,-67.46652756042427,29.23,6.48,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/HINDPETROEQN.svg,https://nsearchives.nseindia.com/30d/HINDPETRO-EQ.svg,https://nsearchives.nseindia.com/365d/HINDPETRO-EQ.svg,
CONCOR,,EQ,525,525,516.55,519,523.9,-4.9,-0.94,1470642,763851454.8,692.8,481,25.086605080831404,-7.9002079002079,-33.96,-2.86,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/CONCOREQN.svg,https://nsearchives.nseindia.com/30d/CONCOR-EQ.svg,https://nsearchives.nseindia.com/365d/CONCOR-EQ.svg,
OFSS,,EQ,8296,8296,8159,8220,8303.5,-83.5,-1.01,71224,585740478.08,13220,7038,37.821482602118,-16.794543904518328,-30.12,-6.51,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/OFSSEQN.svg,https://nsearchives.nseindia.com/30d/OFSS-EQ.svg,https://nsearchives.nseindia.com/365d/OFSS-EQ.svg,
BLUESTARCO,,EQ,1785,1802.3,1762.5,1768.4,1787.7,-19.3,-1.08,401542,716383051.36,2417,1521,26.834919321472896,-16.265614727153192,-2.21,-9.66,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/BLUESTARCOEQN.svg,https://nsearchives.nseindia.com/30d/BLUESTARCO-EQ.svg,https://nsearchives.nseindia.com/365d/BLUESTARCO-EQ.svg,
HINDALCO,,EQ,807,812.5,796,803,811.95,-8.95,-1.1,4113598,3308155511.6,864,546.45,7.060185185185185,-46.94848568030011,28.1,3.02,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/HINDALCOEQN.svg,https://nsearchives.nseindia.com/30d/HINDALCO-EQ.svg,https://nsearchives.nseindia.com/365d/HINDALCO-EQ.svg,
DIVISLAB,,EQ,6584,6632,6481,6520,6593.5,-73.5,-1.11,147365,966474195.05,7071.5,4955,7.798911122109877,-31.58425832492432,13.24,-1.35,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/DIVISLABEQN.svg,https://nsearchives.nseindia.com/30d/DIVISLAB-EQ.svg,https://nsearchives.nseindia.com/365d/DIVISLAB-EQ.svg,
SYNGENE,,EQ,662.1,666.6,650.5,654.55,662.1,-7.55,-1.14,491837,323810725.69,960.6,599.55,31.860295648552995,-9.173546826786758,-24.05,2.19,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SYNGENEEQN.svg,https://nsearchives.nseindia.com/30d/SYNGENE-EQ.svg,https://nsearchives.nseindia.com/365d/SYNGENE-EQ.svg,
NMDC,,EQ,77.4,77.4,75.78,76.5,77.39,-0.89,-1.15,14182276,1085369582.28,82.83,59.53,7.642158638174572,-28.506635309927766,-65.01,0.88,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/NMDCEQN.svg,https://nsearchives.nseindia.com/30d/NMDC-EQ.svg,https://nsearchives.nseindia.com/365d/NMDC-EQ.svg,
POLYCAB,,EQ,7740,7747.5,7602.5,7631,7721,-90.0,-1.17,127917,978829838.19,7903,4555,3.441730988232317,-67.53018660812295,21.11,0.71,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/POLYCABEQN.svg,https://nsearchives.nseindia.com/30d/POLYCAB-EQ.svg,https://nsearchives.nseindia.com/365d/POLYCAB-EQ.svg,
ICICIGI,,EQ,2043.9,2043.9,1995.3,2010,2033.8,-23.8,-1.17,406284,818231598.96,2068.7,1613.7,2.8375308164547697,-24.55846811675032,7.6,-0.25,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ICICIGIEQN.svg,https://nsearchives.nseindia.com/30d/ICICIGI-EQ.svg,https://nsearchives.nseindia.com/365d/ICICIGI-EQ.svg,
IGL,,EQ,213.5,216.84,211.87,212.46,215.02,-2.56,-1.19,4135977,882741571.11,229,153.05,7.222707423580782,-38.81737994119568,-47.59,-0.47,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/IGLEQN.svg,https://nsearchives.nseindia.com/30d/IGL-EQ.svg,https://nsearchives.nseindia.com/365d/IGL-EQ.svg,
NHPC,,EQ,81.51,81.6,80,80.49,81.46,-0.97,-1.19,14292619,1152413869.97,92.34,71,12.833008447043545,-13.366197183098585,2.45,-7.65,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/NHPCEQN.svg,https://nsearchives.nseindia.com/30d/NHPC-EQ.svg,https://nsearchives.nseindia.com/365d/NHPC-EQ.svg,
HDFCAMC,,EQ,5485,5498,5364,5412,5477.5,-65.5,-1.2,407286,2207351642.76,5934.5,3563.05,8.804448563484709,-51.892339428298776,26.51,-6.73,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/HDFCAMCEQN.svg,https://nsearchives.nseindia.com/30d/HDFCAMC-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCAMC-EQ.svg,
JSWSTEEL,,EQ,1182.1,1182.9,1159,1169.2,1183.9,-14.7,-1.24,1059030,1236269260.8,1223.9,880,4.469319388838961,-32.86363636363637,24.36,-0.37,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/JSWSTEELEQN.svg,https://nsearchives.nseindia.com/30d/JSWSTEEL-EQ.svg,https://nsearchives.nseindia.com/365d/JSWSTEEL-EQ.svg,
HDFCLIFE,,EQ,779,780.3,769.5,772.3,782.2,-9.9,-1.27,1373199,1061743734.81,820.75,584.3,5.903137374352732,-32.17525243881568,11.48,4.15,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/HDFCLIFEEQN.svg,https://nsearchives.nseindia.com/30d/HDFCLIFE-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCLIFE-EQ.svg,
TMPV,,EQ,397.95,399.6,387.3,392.9,397.95,-5.05,-1.27,21834856,8557298414.96,820.35,376.3,52.105808496373506,-4.4113739038001505,0.0,0.0,,,https://nsearchives.nseindia.com/today/TMPVEQN.svg,https://nsearchives.nseindia.com/30d/TMPV-EQ.svg,https://nsearchives.nseindia.com/365d/TMPV-EQ.svg,
BOSCHLTD,,EQ,37235,37285,36655,36895,37385,-490.0,-1.31,23119,853231432.33,41945,25921.6,12.039575634759805,-42.333034997839654,9.13,-4.04,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/BOSCHLTDEQN.svg,https://nsearchives.nseindia.com/30d/BOSCHLTD-EQ.svg,https://nsearchives.nseindia.com/365d/BOSCHLTD-EQ.svg,
BIOCON,,EQ,414.75,419.95,408,411.5,417,-5.5,-1.32,3320956,1375772442.12,423.1,291,2.7416686362562093,-41.40893470790378,22.44,14.78,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/BIOCONEQN.svg,https://nsearchives.nseindia.com/30d/BIOCON-EQ.svg,https://nsearchives.nseindia.com/365d/BIOCON-EQ.svg,
ONGC,,EQ,245.5,249.65,245.1,247.5,250.85,2.65,1.08,9185042,2274583800.88,273.5,205,9.506398537477148,-20.73170731707317,-1.28,-0.3,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ONGCEQN.svg,https://nsearchives.nseindia.com/30d/ONGC-EQ.svg,https://nsearchives.nseindia.com/365d/ONGC-EQ.svg,
SAMMAANCAP,,EQ,179,179.84,174.76,175.91,178.33,-2.42,-1.36,8467235,1496414441.55,192.95,97.61,8.831303446488723,-80.21719086159204,30.6,5.54,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SAMMAANCAPEQN.svg,https://nsearchives.nseindia.com/30d/SAMMAANCAP-EQ.svg,https://nsearchives.nseindia.com/365d/SAMMAANCAP-EQ.svg,
MFSL,,EQ,1707.4,1707.6,1662,1682.6,1707.4,-24.8,-1.45,688238,1156274251.9,1729.9,950,2.734262096074928,-77.11578947368419,35.76,7.79,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/MFSLEQN.svg,https://nsearchives.nseindia.com/30d/MFSL-EQ.svg,https://nsearchives.nseindia.com/365d/MFSL-EQ.svg,
PIDILITIND,,EQ,1472.6,1476.3,1453,1459.8,1481.4,-21.6,-1.46,549299,804278102.81,1620,1311.1,9.888888888888891,-11.34162153916559,-51.69,-4.15,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/PIDILITINDEQN.svg,https://nsearchives.nseindia.com/30d/PIDILITIND-EQ.svg,https://nsearchives.nseindia.com/365d/PIDILITIND-EQ.svg,
ASHOKLEY,,EQ,150,152.94,147.46,148.2,150.41,-2.21,-1.47,20695998,3103778820.06,152.94,95.93,3.0992546096508495,-54.48764724278117,-31.86,8.03,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ASHOKLEYEQN.svg,https://nsearchives.nseindia.com/30d/ASHOKLEY-EQ.svg,https://nsearchives.nseindia.com/365d/ASHOKLEY-EQ.svg,
TATASTEEL,,EQ,177.52,177.7,172.12,174,176.65,-2.65,-1.5,38345500,6669816270.0,186.94,122.62,6.9220070610891185,-41.90181047137498,26.29,0.15,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/TATASTEELEQN.svg,https://nsearchives.nseindia.com/30d/TATASTEEL-EQ.svg,https://nsearchives.nseindia.com/365d/TATASTEEL-EQ.svg,
KPITTECH,,EQ,1234.1,1244,1215.6,1219.3,1238.7,-19.4,-1.57,612843,753594651.81,1563.35,1020.6,22.00722806793104,-19.468939839310202,-9.93,5.19,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/KPITTECHEQN.svg,https://nsearchives.nseindia.com/30d/KPITTECH-EQ.svg,https://nsearchives.nseindia.com/365d/KPITTECH-EQ.svg,
CUMMINSIND,,EQ,4363.3,4363.3,4263,4297.2,4366.2,-69.0,-1.58,484468,2084467172.12,4495,2580,4.400444938820916,-66.55813953488371,28.63,8.69,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/CUMMINSINDEQN.svg,https://nsearchives.nseindia.com/30d/CUMMINSIND-EQ.svg,https://nsearchives.nseindia.com/365d/CUMMINSIND-EQ.svg,
FORTIS,,EQ,950,951,930.3,937.8,953,-15.2,-1.59,3268449,3062798188.92,1104.3,577,15.077424612876936,-62.53032928942806,46.72,-14.38,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/FORTISEQN.svg,https://nsearchives.nseindia.com/30d/FORTIS-EQ.svg,https://nsearchives.nseindia.com/365d/FORTIS-EQ.svg,
PETRONET,,EQ,271.9,275.3,271.45,274.2,278.9,2.3,0.85,1790555,489322870.4,349.5,266.1,21.545064377682404,-3.0439684329199417,-12.82,-1.85,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/PETRONETEQN.svg,https://nsearchives.nseindia.com/30d/PETRONET-EQ.svg,https://nsearchives.nseindia.com/365d/PETRONET-EQ.svg,
HINDZINC,,EQ,495,497.4,482.5,486.85,495.2,-8.35,-1.69,3057432,1495175970.96,546.8,378.15,10.963789319678115,-28.74520692846755,-1.68,-3.88,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/HINDZINCEQN.svg,https://nsearchives.nseindia.com/30d/HINDZINC-EQ.svg,https://nsearchives.nseindia.com/365d/HINDZINC-EQ.svg,
INDUSINDBK,,EQ,864,872,845.85,848.35,863.45,-15.1,-1.75,4460991,3821864819.43,1086.55,606,21.92259905204546,-39.991749174917494,-16.61,14.71,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/INDUSINDBKEQN.svg,https://nsearchives.nseindia.com/30d/INDUSINDBK-EQ.svg,https://nsearchives.nseindia.com/365d/INDUSINDBK-EQ.svg,
MPHASIS,,EQ,2790,2814,2744.1,2772,2822,-50.0,-1.77,430174,1191999248.78,3237.95,2044.55,14.390277799224814,-35.579956469638795,-2.37,-0.41,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/MPHASISEQN.svg,https://nsearchives.nseindia.com/30d/MPHASIS-EQ.svg,https://nsearchives.nseindia.com/365d/MPHASIS-EQ.svg,
CYIENT,,EQ,1153.8,1153.8,1125,1133.2,1153.8,-20.6,-1.79,196466,223146082.8,2112,1084.05,46.34469696969697,-4.533923712005913,-37.19,-4.15,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/CYIENTEQN.svg,https://nsearchives.nseindia.com/30d/CYIENT-EQ.svg,https://nsearchives.nseindia.com/365d/CYIENT-EQ.svg,
NAUKRI,,EQ,1345,1354.9,1311.5,1323,1347.3,-24.3,-1.8,1323927,1756175926.23,1825.78,1157,27.53781945250797,-14.347450302506482,-82.96,-1.85,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/NAUKRIEQN.svg,https://nsearchives.nseindia.com/30d/NAUKRI-EQ.svg,https://nsearchives.nseindia.com/365d/NAUKRI-EQ.svg,
TVSMOTOR,,EQ,3445,3470.7,3369,3386.5,3450.6,-64.1,-1.86,1156532,3929051467.64,3720,2171.4,8.96505376344086,-55.959288938012335,41.33,-5.31,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/TVSMOTOREQN.svg,https://nsearchives.nseindia.com/30d/TVSMOTOR-EQ.svg,https://nsearchives.nseindia.com/365d/TVSMOTOR-EQ.svg,
360ONE,,EQ,1087,1089.8,1059,1064.9,1085.6,-20.7,-1.91,601566,641985219.54,1318,790.5,19.20333839150227,-34.71220746363062,1.43,-9.08,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/360ONEEQN.svg,https://nsearchives.nseindia.com/30d/360ONE-EQ.svg,https://nsearchives.nseindia.com/365d/360ONE-EQ.svg,
NATIONALUM,,EQ,263.2,267.68,260.18,263.49,268.67,-1.18,-0.45,10276305,2702565451.95,271.89,137.75,3.089484718084511,-91.28130671506352,19.42,15.75,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/NATIONALUMEQN.svg,https://nsearchives.nseindia.com/30d/NATIONALUM-EQ.svg,https://nsearchives.nseindia.com/365d/NATIONALUM-EQ.svg,
SAIL,,EQ,144.15,145,141.33,141.49,144.72,-3.23,-2.23,13373663,1913637438.67,145.9,99.15,3.022618231665522,-42.7029752899647,26.96,8.08,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SAILEQN.svg,https://nsearchives.nseindia.com/30d/SAIL-EQ.svg,https://nsearchives.nseindia.com/365d/SAIL-EQ.svg,
EICHERMOT,,EQ,6799,6850,6670,6699.5,6855,-155.5,-2.27,739163,4975616601.46,7122.5,4536.05,5.938925938925939,-47.694580086198336,37.09,-4.19,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/EICHERMOTEQN.svg,https://nsearchives.nseindia.com/30d/EICHERMOT-EQ.svg,https://nsearchives.nseindia.com/365d/EICHERMOT-EQ.svg,
INFY,,EQ,1520,1530,1488.8,1505.8,1541.8,-36.0,-2.33,9739549,14637081214.65,2006.45,1307,24.952029704203945,-15.210405508798774,-19.4,2.13,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/INFYEQN.svg,https://nsearchives.nseindia.com/30d/INFY-EQ.svg,https://nsearchives.nseindia.com/365d/INFY-EQ.svg,
SRF,,EQ,2881,2882.4,2819.8,2835.9,2912,-76.1,-2.61,820807,2334703430.8,3325,2126.85,14.709774436090223,-33.33803512236407,27.02,-11.0,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SRFEQN.svg,https://nsearchives.nseindia.com/30d/SRF-EQ.svg,https://nsearchives.nseindia.com/365d/SRF-EQ.svg,
ASTRAL,,EQ,1548,1554,1507.5,1509.9,1550.6,-40.7,-2.62,657446,999718962.06,1867,1232.3,19.12694161756829,-22.526982066055357,-12.54,4.79,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/ASTRALEQN.svg,https://nsearchives.nseindia.com/30d/ASTRAL-EQ.svg,https://nsearchives.nseindia.com/365d/ASTRAL-EQ.svg,
SUPREMEIND,,EQ,3832,3832,3692.4,3707,3832,-125.0,-3.26,346218,1299009936.0,5156.75,3095,28.113637465457895,-19.77382875605816,-18.34,-12.51,14-Nov-2024,16-Oct-2025,https://nsearchives.nseindia.com/today/SUPREMEINDEQN.svg,https://nsearchives.nseindia.com/30d/SUPREMEIND-EQ.svg,https://nsearchives.nseindia.com/365d/SUPREMEIND-EQ.svg,
